Seat,First_Name,Last_Name,Party,Votes,Year,Won
Sophomore,,,,,2000,
Student Body President,George,Kramer,Impact,3711,2000,TRUE
Student Body President,Ian,Lane,FSP,3115,2000,
Student Body President,Brian,Tallman,Keg,978,2000,
Student Body President,David,Winchester,Vision_2000,857,2000,
Student Body President,Leon,Morley,Better_SU,239,2000,
Treasurer,Ana,Garcia,Impact,3681,2000,TRUE
Treasurer,Kennita,Johnson,FSP,2892,2000,
Treasurer,Jeremy,Kaplan,Vision_2000,1192,2000,
Treasurer,Sean,Connaughton,Keg,872,2000,
Treasurer,Antonio,Mercado,Better_SU,152,2000,
Vet Med,Brad,MacKenzie,FSP,1,2000,TRUE
Vet Med,,,,,2000,
Vet Med,,,,,2000,
Vet Med,,,,,2000,
Vet Med,,,,,2000,
